bom_id,category,material_name,base_quantity,unit,wastage_percent,final_quantity,unit_rate_inr,total_cost_inr,region,season,grade
BOM-1059,Electrical,Wires,256.49,sqft,24.38,319.02,457.82,146053.74,south,summer,Standard
BOM-1060,Painting,Emulsion Paint,182.47,sqft,22.74,223.96,814.49,182413.18,north,normal,Standard
BOM-1061,Painting,Primer,283.23,sqft,20.31,340.75,160.88,54819.86,south,monsoon,Standard
BOM-1062,Plumbing,CPVC Pipe,200.94,sqft,17.87,236.85,706.6,167358.21,west,normal,Premium
BOM-1063,Carpentry,Laminate,75.23,sqft,10.08,82.81,733.75,60761.84,north,monsoon,Premium
BOM-1064,Electrical,Switches,224.47,sqft,23.9,278.12,227.49,63269.52,south,summer,Standard
BOM-1065,Carpentry,Hinges,134.65,sqft,12.32,151.24,546.95,82720.72,north,monsoon,Premium
BOM-1066,Electrical,Switches,284.87,sqft,13.38,322.99,404.45,130633.31,west,summer,Premium
BOM-1067,Carpentry,Adhesive,112.08,kg,20.17,134.69,746.37,100528.58,south,monsoon,Standard
BOM-1068,Electrical,Switches,200.36,sqft,23.99,248.43,633.99,157502.14,west,summer,Premium
BOM-1069,Plumbing,CPVC Pipe,118.48,sqft,18.86,140.83,642.53,90487.5,west,summer,Standard
BOM-1070,Painting,Putty,119.6,kg,23.47,147.67,377.96,55813.35,north,normal,Standard
BOM-1071,Carpentry,Edge Band,92.74,sqft,22.61,113.71,177.8,20217.64,north,monsoon,Premium
BOM-1072,Electrical,Wires,124.86,sqft,8.58,135.57,785.14,106441.43,north,normal,Premium
BOM-1073,Painting,Emulsion Paint,216.63,sqft,22.9,266.24,745.41,198457.96,south,monsoon,Premium
BOM-1074,Plumbing,CPVC Pipe,24.58,sqft,15.15,28.3,667.14,18880.06,west,monsoon,Premium
BOM-1075,Painting,Putty,210.09,kg,20.95,254.1,591.58,150320.48,south,monsoon,Premium
BOM-1076,Electrical,Wires,45.15,sqft,14.81,51.84,580.33,30084.31,north,monsoon,Standard
BOM-1077,Carpentry,Laminate,51.56,sqft,16.78,60.21,873.91,52618.12,west,summer,Premium
BOM-1078,Painting,Emulsion Paint,138.19,sqft,22.85,169.77,154.82,26283.79,south,monsoon,Premium
BOM-1079,Carpentry,Hinges,63.61,sqft,15.05,73.18,196.42,14374.02,north,monsoon,Standard
BOM-1080,Carpentry,Plywood,284.69,sqft,23.69,352.13,596.51,210049.07,west,summer,Standard
BOM-1081,Painting,Putty,63.49,kg,19.92,76.14,185.13,14095.8,north,monsoon,Premium
BOM-1082,Plumbing,UPVC Pipe,81.75,sqft,9.51,89.52,356.41,31905.82,west,summer,Standard
BOM-1083,Electrical,Switches,160.12,sqft,21.15,193.99,838.32,162625.7,west,normal,Standard
BOM-1084,Carpentry,Edge Band,215.5,sqft,11.24,239.72,781.27,187286.04,north,normal,Premium
BOM-1085,Painting,Primer,43.41,sqft,22.56,53.2,556.07,29582.92,north,monsoon,Standard
BOM-1086,Painting,Primer,58.21,sqft,21.47,70.71,64.74,4577.77,north,summer,Premium
BOM-1087,Carpentry,Edge Band,114.04,sqft,19.63,136.43,434.02,59213.35,south,normal,Standard
BOM-1088,Painting,Emulsion Paint,292.45,sqft,14.76,335.62,222.51,74678.81,north,monsoon,Premium
BOM-1089,Electrical,Switches,181.17,sqft,9.24,197.91,519.02,102719.25,south,normal,Standard
BOM-1090,Painting,Putty,272.93,kg,24.94,341.0,847.82,289106.62,west,monsoon,Standard
BOM-1091,Carpentry,Plywood,79.83,sqft,18.53,94.62,300.16,28401.14,north,monsoon,Premium
BOM-1092,Carpentry,Adhesive,290.58,kg,17.51,341.46,539.22,184122.06,north,summer,Premium
BOM-1093,Painting,Emulsion Paint,263.98,sqft,10.24,291.01,312.89,91054.12,west,normal,Standard
BOM-1094,Carpentry,Hinges,39.47,sqft,8.75,42.92,149.97,6436.71,north,monsoon,Premium
BOM-1095,Painting,Primer,88.46,sqft,22.91,108.73,567.12,61662.96,north,monsoon,Premium
BOM-1096,Painting,Primer,268.34,sqft,13.36,304.19,895.33,272350.43,south,monsoon,Premium
BOM-1097,Carpentry,Plywood,60.73,sqft,8.93,66.15,197.5,13064.63,north,normal,Standard
BOM-1098,Electrical,Switches,142.8,sqft,9.97,157.04,809.85,127178.84,north,summer,Premium
BOM-1099,Painting,Emulsion Paint,296.7,sqft,17.53,348.71,433.67,151225.07,south,monsoon,Standard
BOM-1100,Carpentry,Laminate,108.13,sqft,11.46,120.52,284.34,34268.66,south,monsoon,Premium
BOM-1101,Plumbing,UPVC Pipe,267.81,sqft,17.96,315.91,541.85,171175.83,south,monsoon,Standard
BOM-1102,Painting,Primer,276.52,sqft,12.18,310.2,468.38,145291.48,south,normal,Standard
BOM-1103,Carpentry,Hinges,205.99,sqft,19.57,246.3,378.99,93345.24,west,summer,Premium
BOM-1104,Carpentry,Adhesive,13.52,kg,15.82,15.66,648.63,10157.55,north,normal,Premium
BOM-1105,Plumbing,UPVC Pipe,199.11,sqft,13.6,226.19,77.71,17577.22,west,normal,Premium
BOM-1106,Electrical,Switches,299.95,sqft,23.42,370.2,725.45,268561.59,south,summer,Standard
BOM-1107,Electrical,Wires,88.47,sqft,21.57,107.55,679.67,73098.51,west,monsoon,Premium
BOM-1108,Carpentry,Laminate,122.66,sqft,11.03,136.19,869.94,118477.13,north,summer,Standard
BOM-1109,Carpentry,Edge Band,53.07,sqft,21.25,64.35,285.04,18342.32,west,summer,Standard
BOM-1110,Carpentry,Hinges,149.8,sqft,15.35,172.79,733.46,126734.55,north,monsoon,Standard
BOM-1111,Painting,Emulsion Paint,201.33,sqft,22.14,245.9,480.88,118248.39,north,normal,Premium
BOM-1112,Painting,Putty,84.2,kg,18.21,99.53,117.59,11703.73,north,normal,Standard
BOM-1113,Painting,Primer,191.05,sqft,9.58,209.35,481.47,100795.74,north,monsoon,Standard
BOM-1114,Electrical,Wires,207.44,sqft,10.64,229.51,465.98,106947.07,west,monsoon,Standard
BOM-1115,Carpentry,Hinges,143.12,sqft,9.35,156.5,729.33,114140.15,north,summer,Standard
BOM-1116,Electrical,Wires,271.36,sqft,22.31,331.9,489.86,162584.53,north,monsoon,Standard
BOM-1117,Plumbing,CPVC Pipe,27.58,sqft,8.77,30.0,132.56,3976.8,north,normal,Standard
BOM-1118,Painting,Putty,199.95,kg,17.66,235.26,257.91,60675.91,north,monsoon,Standard
BOM-1119,Plumbing,CPVC Pipe,9.8,sqft,20.59,11.82,438.08,5178.11,south,normal,Standard
BOM-1120,Carpentry,Laminate,127.79,sqft,19.97,153.31,309.99,47524.57,west,normal,Premium
BOM-1121,Plumbing,UPVC Pipe,243.31,sqft,13.8,276.89,829.58,229702.41,south,summer,Standard
BOM-1122,Carpentry,Laminate,225.37,sqft,18.27,266.55,789.59,210465.21,south,normal,Standard
BOM-1123,Carpentry,Plywood,121.51,sqft,8.23,131.51,603.99,79430.72,north,monsoon,Premium
BOM-1124,Electrical,Wires,289.91,sqft,18.23,342.76,458.58,157182.88,west,monsoon,Premium
BOM-1125,Electrical,Switches,203.77,sqft,19.73,243.97,379.7,92635.41,north,summer,Standard
BOM-1126,Carpentry,Adhesive,9.09,kg,9.9,9.99,53.66,536.06,south,summer,Standard
BOM-1127,Painting,Putty,196.34,kg,19.05,233.74,414.78,96950.68,west,monsoon,Standard
BOM-1128,Carpentry,Laminate,93.77,sqft,15.88,108.66,447.63,48639.48,south,summer,Standard
BOM-1129,Carpentry,Adhesive,222.94,kg,15.57,257.65,457.14,117782.12,south,normal,Standard
BOM-1130,Carpentry,Edge Band,91.98,sqft,22.1,112.31,376.89,42328.52,north,summer,Standard
BOM-1131,Electrical,Wires,255.05,sqft,15.34,294.17,397.49,116929.63,north,monsoon,Premium
BOM-1132,Carpentry,Plywood,148.81,sqft,16.26,173.01,548.29,94859.65,west,monsoon,Premium
BOM-1133,Carpentry,Edge Band,215.72,sqft,16.98,252.35,402.92,101676.86,north,monsoon,Standard
BOM-1134,Carpentry,Hinges,268.4,sqft,15.09,308.9,447.07,138099.92,north,monsoon,Premium
BOM-1135,Painting,Putty,210.77,kg,8.35,228.37,287.69,65699.77,south,normal,Premium
BOM-1136,Painting,Putty,73.47,kg,11.73,82.09,821.8,67461.56,north,monsoon,Premium
BOM-1137,Carpentry,Adhesive,265.54,kg,20.29,319.42,375.72,120012.48,north,monsoon,Premium
BOM-1138,Painting,Putty,240.93,kg,22.36,294.8,574.78,169445.14,north,monsoon,Standard
BOM-1139,Electrical,Wires,147.45,sqft,10.95,163.6,174.43,28536.75,north,summer,Premium
BOM-1140,Painting,Putty,94.58,kg,11.56,105.51,80.46,8489.33,south,normal,Premium
BOM-1141,Painting,Emulsion Paint,204.69,sqft,10.97,227.14,779.14,176973.86,west,summer,Standard
BOM-1142,Painting,Emulsion Paint,132.03,sqft,18.5,156.46,143.79,22497.38,south,normal,Premium
BOM-1143,Painting,Emulsion Paint,236.54,sqft,21.08,286.4,702.28,201132.99,west,normal,Standard
BOM-1144,Electrical,Switches,262.74,sqft,18.27,310.74,129.56,40259.47,south,normal,Premium
BOM-1145,Carpentry,Laminate,292.52,sqft,21.29,354.8,564.3,200213.64,south,monsoon,Standard
BOM-1146,Plumbing,CPVC Pipe,36.1,sqft,18.71,42.85,788.95,33806.51,north,summer,Premium
BOM-1147,Electrical,Switches,135.25,sqft,16.6,157.7,669.99,105657.42,south,summer,Premium
BOM-1148,Painting,Emulsion Paint,246.65,sqft,10.09,271.54,213.63,58009.09,north,summer,Standard
BOM-1149,Painting,Putty,105.69,kg,16.59,123.22,113.3,13960.83,north,monsoon,Premium
BOM-1150,Painting,Emulsion Paint,190.68,sqft,12.17,213.89,687.76,147104.99,west,normal,Standard
BOM-1151,Carpentry,Adhesive,241.52,kg,15.03,277.82,392.01,108908.22,north,monsoon,Premium
BOM-1152,Carpentry,Plywood,135.56,sqft,21.09,164.15,657.16,107872.81,west,summer,Standard
BOM-1153,Painting,Emulsion Paint,97.87,sqft,24.69,122.03,181.32,22126.48,south,normal,Standard
BOM-1154,Electrical,Wires,277.14,sqft,10.57,306.43,534.12,163670.39,west,monsoon,Premium
BOM-1155,Painting,Primer,123.59,sqft,19.57,147.78,516.1,76269.26,north,monsoon,Premium
BOM-1156,Painting,Emulsion Paint,7.33,sqft,12.76,8.27,493.9,4084.55,south,monsoon,Premium
BOM-1157,Painting,Putty,194.94,kg,23.09,239.95,576.95,138439.15,west,monsoon,Premium
BOM-1158,Electrical,Switches,106.85,sqft,21.8,130.14,597.93,77814.61,south,normal,Standard
BOM-1159,Carpentry,Plywood,163.54,sqft,14.63,187.47,658.24,123400.25,south,monsoon,Premium
BOM-1160,Carpentry,Edge Band,32.38,sqft,17.38,38.01,488.35,18562.18,west,summer,Standard
BOM-1161,Carpentry,Plywood,267.64,sqft,17.18,313.62,262.47,82315.84,north,monsoon,Premium
BOM-1162,Plumbing,CPVC Pipe,37.58,sqft,9.02,40.97,360.76,14780.34,west,monsoon,Premium
BOM-1163,Carpentry,Laminate,19.08,sqft,19.07,22.72,147.28,3346.2,north,monsoon,Standard
BOM-1164,Painting,Putty,105.0,kg,12.01,117.61,681.35,80133.57,west,monsoon,Standard
BOM-1165,Painting,Emulsion Paint,93.26,sqft,19.34,111.3,740.97,82469.96,west,monsoon,Standard
BOM-1166,Electrical,Switches,116.41,sqft,20.54,140.32,130.5,18311.76,west,monsoon,Standard
BOM-1167,Painting,Emulsion Paint,139.02,sqft,10.49,153.6,406.1,62376.96,north,summer,Standard
BOM-1168,Carpentry,Plywood,130.34,sqft,10.21,143.65,224.71,32279.59,south,normal,Premium
BOM-1169,Plumbing,UPVC Pipe,169.9,sqft,21.24,205.99,789.93,162717.68,west,normal,Premium
BOM-1170,Painting,Putty,208.26,kg,24.11,258.47,669.28,172988.8,north,summer,Standard
BOM-1171,Plumbing,CPVC Pipe,42.5,sqft,20.09,51.04,151.27,7720.82,west,monsoon,Standard
BOM-1172,Electrical,Switches,67.73,sqft,16.05,78.6,681.99,53604.41,west,normal,Standard
BOM-1173,Plumbing,UPVC Pipe,256.43,sqft,9.88,281.77,357.84,100828.58,north,summer,Standard
BOM-1174,Carpentry,Laminate,114.58,sqft,24.85,143.05,300.8,43029.44,north,summer,Standard
BOM-1175,Carpentry,Adhesive,236.22,kg,15.17,272.05,845.67,230064.52,north,normal,Standard
BOM-1176,Carpentry,Adhesive,246.64,kg,16.31,286.87,145.2,41653.52,north,summer,Standard
BOM-1177,Painting,Primer,146.95,sqft,13.26,166.44,429.04,71409.42,north,normal,Premium
BOM-1178,Electrical,Switches,250.94,sqft,10.26,276.69,159.13,44029.68,west,normal,Premium
BOM-1179,Electrical,Wires,137.48,sqft,22.73,168.73,319.69,53941.29,west,monsoon,Premium
BOM-1180,Painting,Primer,73.68,sqft,14.72,84.53,505.26,42709.63,west,normal,Premium
BOM-1181,Electrical,Wires,31.12,sqft,10.82,34.49,61.33,2115.27,west,monsoon,Premium
BOM-1182,Plumbing,CPVC Pipe,195.32,sqft,18.95,232.33,113.23,26306.73,west,monsoon,Standard
BOM-1183,Plumbing,UPVC Pipe,158.92,sqft,20.76,191.91,472.27,90633.34,south,summer,Standard
BOM-1184,Carpentry,Plywood,86.11,sqft,11.5,96.01,753.53,72346.42,west,normal,Standard
BOM-1185,Plumbing,CPVC Pipe,184.02,sqft,14.83,211.31,78.69,16627.98,south,normal,Premium
BOM-1186,Carpentry,Adhesive,127.41,kg,22.61,156.22,312.95,48889.05,north,summer,Standard
BOM-1187,Carpentry,Laminate,164.82,sqft,12.85,186.0,197.1,36660.6,south,summer,Premium
BOM-1188,Painting,Primer,205.19,sqft,9.0,223.66,866.57,193817.05,south,summer,Standard
BOM-1189,Carpentry,Hinges,120.03,sqft,13.44,136.16,395.03,53787.28,north,normal,Premium
BOM-1190,Carpentry,Laminate,20.3,sqft,12.07,22.75,553.42,12590.3,south,normal,Premium
BOM-1191,Carpentry,Laminate,84.44,sqft,13.41,95.76,515.68,49381.52,south,normal,Standard
BOM-1192,Painting,Primer,191.89,sqft,23.53,237.04,56.02,13278.98,west,monsoon,Standard
BOM-1193,Carpentry,Edge Band,230.08,sqft,19.08,273.98,147.99,40546.3,west,normal,Premium
BOM-1194,Carpentry,Laminate,254.65,sqft,16.51,296.69,713.28,211623.04,south,normal,Standard
BOM-1195,Carpentry,Edge Band,163.57,sqft,15.2,188.43,823.88,155243.71,north,summer,Standard
BOM-1196,Painting,Putty,288.53,kg,18.55,342.05,601.63,205787.54,south,summer,Standard
BOM-1197,Painting,Putty,85.62,kg,12.27,96.13,624.8,60062.02,north,monsoon,Standard
BOM-1198,Plumbing,UPVC Pipe,253.0,sqft,12.78,285.33,178.82,51022.71,west,monsoon,Standard
BOM-1199,Carpentry,Hinges,31.47,sqft,19.87,37.72,754.23,28449.56,west,monsoon,Premium
BOM-1200,Painting,Primer,67.2,sqft,16.58,78.34,729.77,57170.18,west,normal,Premium
