material,normalized_material,industry,region,grade,confidence,season,wbs_id,acceptance_stage_prediction_accuracy,acceptance_duration_mape,dependencies,wbs_stage_key,task_id,task_name,stage,stage_name,dur_optimistic_hours,dur_most_likely_hours,dur_pessimistic_hours,dur_expected_hours,planned_quantity,actual_quantity,quantity_variance,planned_rate,actual_rate,rate_variance,planned_cost,actual_cost,cost_variance,material_issued_qty,material_consumed_qty,material_returned_qty,material_wastage_qty,planned_start_date,planned_end_date,executed_start_date,executed_end_date,planned_labor_hours,actual_labor_hours,planned_labor_cost,labor_cost_actual,crew_size,machinery_used,weather_condition,site_condition,dpr_date,daily_progress,ncr_count,rework_quantity,rework_cost,deviation_reason
Overhead tank cleaning upto 10KL capacity including brushing and chemical wash,overhead tank cleaning upto 10kl capacity including brushing and chemical wash,Tank Cleaning,central,B,0.9,normal,24f68abc-105c-49c6-99e5-24ec7e36acac,97.96%,10.57%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Water Quality Check,4,QC,8.31,7.38,8.06,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overhead tank cleaning upto 10KL capacity including brushing and chemical wash,overhead tank cleaning upto 10kl capacity including brushing and chemical wash,Tank Cleaning,central,B,0.9,normal,24f68abc-105c-49c6-99e5-24ec7e36acac,97.96%,10.57%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,2.14,2.37,3.49,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Inspection And Planning,1,Planning,3,2.88,3.51,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Method Statement Finalization,1,Planning,7.61,7.39,8.63,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL03,Layout Marking,1,Planning,4.55,7.29,6.89,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Chemical Procurement,2,Procurement,6.26,6.15,5.91,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Ppe Procurement,2,Procurement,6.1,5.72,6.14,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Sludge Removal,3,Execution,8.4,12.95,16.35,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Scrubbing,3,Execution,8.7,11.32,17.5,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Chemical Cleaning,3,Execution,7.92,8.09,7.69,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Rinsing,3,Execution,7.91,11.83,17.13,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Disinfection,3,Execution,8.26,7.66,8.28,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Water Quality Check,4,QC,8.19,8.4,7.73,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sump desludging using mechanical pump including disposal at approved location,sump desludging using mechanical pump including disposal at approved location,Tank Cleaning,central,B,0.9,normal,0faa1188-050e-431d-8640-87fa96e7ec43,95.66%,10.21%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,2.01,2.38,3.48,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Inspection And Planning,1,Planning,2.8,2.86,3.65,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Method Statement Finalization,1,Planning,7.53,8.35,8.64,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL03,Layout Marking,1,Planning,5.77,6.85,7.17,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Chemical Procurement,2,Procurement,6.2,6.04,6.41,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Ppe Procurement,2,Procurement,5.76,6.38,5.72,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Sludge Removal,3,Execution,7.46,12.43,15.69,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Scrubbing,3,Execution,7.97,12.86,15.93,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Chemical Cleaning,3,Execution,7.71,8.48,8.09,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of domestic water storage tanks upto 2000 liters including chlorination,cleaning of domestic water storage tanks upto 2000 liters including chlorination,Tank Cleaning,central,B,0.9,normal,af7d033e-df0e-46b6-9808-da31a40eb5e8,95.78%,11.75%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Rinsing,3,Execution,8.46,12.14,17.49,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
